Code,Type,RegionID,RegionName,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0010021895,Average,001,Alabama,1895,6.167,3.0,12.5,17.444,20.833,25.278,26.222,26.389,25.444,15.389,11.778,7.167
0010021896,Average,001,Alabama,1896,6.389,8.722,11.389,20.0,24.389,25.222,27.333,27.889,24.389,17.333,14.056,8.0
0010021897,Average,001,Alabama,1897,5.444,10.611,15.667,16.889,20.556,27.333,27.5,26.0,24.222,19.5,12.333,8.556
0010021898,Average,001,Alabama,1898,9.444,7.833,15.111,14.889,23.389,26.889,26.667,26.0,24.0,16.111,9.889,6.333
0010021899,Average,001,Alabama,1899,6.556,4.444,13.111,16.5,24.5,26.611,26.889,27.167,22.667,18.889,12.944,7.056
0010021900,Average,001,Alabama,1900,6.444,6.889,11.611,17.889,21.889,24.611,26.556,27.333,25.333,20.111,12.611,8.111
0010021901,Average,001,Alabama,1901,7.778,6.167,11.833,14.5,21.444,26.0,28.0,25.944,22.444,16.944,9.278,5.611
0010021902,Average,001,Alabama,1902,6.222,4.889,12.833,16.722,24.278,27.333,28.389,27.944,23.111,17.278,14.222,7.333
0010021903,Average,001,Alabama,1903,6.333,9.0,15.278,16.167,21.0,23.111,26.889,27.0,22.889,17.333,10.333,4.5
0010021904,Average,001,Alabama,1904,5.056,9.389,14.5,15.556,21.222,25.611,25.889,25.889,25.0,18.111,11.167,7.722
0010021905,Average,001,Alabama,1905,3.667,3.944,15.056,17.611,23.611,26.333,26.556,26.333,24.556,17.611,13.0,5.944
0010021906,Average,001,Alabama,1906,7.889,7.278,10.5,18.278,21.056,26.167,26.222,26.944,25.722,15.889,12.778,9.778
0010021907,Average,001,Alabama,1907,12.0,9.056,17.944,14.5,20.167,24.222,27.333,26.944,24.0,17.389,10.556,7.389
0010021908,Average,001,Alabama,1908,6.333,6.667,16.778,19.667,22.111,25.556,26.833,26.5,23.611,15.722,13.778,10.056
0010021909,Average,001,Alabama,1909,9.778,10.111,13.278,17.278,20.556,25.667,26.889,27.222,24.056,17.333,15.278,4.889
0010021910,Average,001,Alabama,1910,7.389,7.167,15.889,16.5,20.556,24.167,26.0,26.444,25.222,19.111,10.5,5.5
0010021911,Average,001,Alabama,1911,9.944,12.333,14.278,17.5,22.611,27.056,25.611,26.111,26.778,20.278,10.056,9.611
0010021912,Average,001,Alabama,1912,4.556,5.944,11.278,18.0,22.222,23.944,26.5,26.167,24.944,18.833,10.111,8.278
0010021913,Average,001,Alabama,1913,10.667,8.222,12.778,16.667,21.889,25.444,27.389,27.0,22.889,16.0,13.222,8.556
0010021914,Average,001,Alabama,1914,8.333,7.444,10.0,17.667,22.0,28.389,27.667,26.222,22.889,17.667,11.278,6.0
0010021915,Average,001,Alabama,1915,5.833,8.778,8.0,17.944,23.5,25.833,26.889,26.167,24.667,19.056,13.5,7.833
0010021916,Average,001,Alabama,1916,11.0,8.222,12.111,16.556,22.778,25.056,25.889,26.556,23.111,17.889,12.222,8.222
0010021917,Average,001,Alabama,1917,9.833,9.111,13.556,17.556,18.889,25.444,26.556,25.778,22.889,14.722,10.333,4.333
0010021918,Average,001,Alabama,1918,3.0,11.778,16.556,16.056,22.556,26.444,25.667,26.833,21.333,20.333,11.444,9.889
0010021919,Average,001,Alabama,1919,6.667,8.611,13.389,16.833,20.556,25.667,26.5,26.222,23.944,23.333,13.889,8.333
0010021920,Average,001,Alabama,1920,8.278,7.889,11.167,16.778,21.333,24.944,26.333,25.333,24.889,17.667,10.333,7.056
0010021921,Average,001,Alabama,1921,9.611,10.167,17.444,16.556,21.056,26.944,27.444,26.889,27.167,16.889,14.222,10.333
0010021922,Average,001,Alabama,1922,8.0,12.111,13.0,19.056,22.0,25.833,26.556,26.0,25.0,18.111,13.611,11.833
0010021923,Average,001,Alabama,1923,10.5,8.222,12.333,17.111,20.611,24.778,25.833,25.944,24.333,17.222,10.611,11.944
0010021924,Average,001,Alabama,1924,4.778,8.056,10.222,17.0,19.611,26.389,26.5,27.5,22.444,17.778,12.833,8.556
0010021925,Average,001,Alabama,1925,8.389,11.222,14.0,19.611,20.778,27.0,27.556,26.889,28.389,18.222,11.0,6.667
0010021926,Average,001,Alabama,1926,6.556,10.056,9.444,15.778,21.111,25.167,26.167,26.833,26.111,18.889,9.667,10.222
0010021927,Average,001,Alabama,1927,8.778,14.278,13.333,19.778,22.556,25.556,27.0,25.556,25.056,19.167,15.167,7.667
0010021928,Average,001,Alabama,1928,6.667,8.5,12.889,15.111,20.611,24.333,26.944,27.0,22.722,19.556,11.278,7.611
0010021929,Average,001,Alabama,1929,8.944,7.444,14.833,19.111,21.722,25.0,26.556,26.611,23.556,16.833,12.167,6.778
0010021930,Average,001,Alabama,1930,7.111,11.722,10.889,18.111,22.389,24.889,28.556,26.167,24.667,16.389,11.611,5.944
0010021931,Average,001,Alabama,1931,6.5,9.389,9.5,16.0,19.944,26.222,27.333,25.222,26.056,19.722,15.389,12.389
0010021932,Average,001,Alabama,1932,11.056,13.833,10.389,17.722,20.778,25.833,28.0,26.778,23.5,16.667,9.389,9.5
0010021933,Average,001,Alabama,1933,10.778,8.944,12.722,16.667,24.222,25.556,26.111,26.444,26.0,18.444,12.056,12.722
0010021934,Average,001,Alabama,1934,9.056,6.556,11.667,17.444,21.778,26.333,27.333,26.722,23.333,18.778,13.222,7.111
0010021935,Average,001,Alabama,1935,8.167,9.167,15.778,17.611,22.167,24.611,27.0,27.167,23.389,18.889,12.611,3.944
0010021936,Average,001,Alabama,1936,6.167,6.944,14.611,16.222,22.611,26.833,27.333,26.778,25.389,18.889,11.0,9.278
0010021937,Average,001,Alabama,1937,13.889,8.611,11.167,16.944,22.333,26.444,26.333,26.833,22.667,16.556,10.056,7.444
0010021938,Average,001,Alabama,1938,7.889,12.222,16.667,17.222,22.278,24.778,26.556,27.111,23.444,18.444,12.667,7.667
0010021939,Average,001,Alabama,1939,9.333,10.944,14.333,16.333,21.111,25.722,26.722,25.444,24.667,18.611,10.5,8.778
0010021940,Average,001,Alabama,1940,0.056,6.889,12.167,16.278,20.0,24.667,25.5,26.444,22.556,18.167,11.722,10.056
0010021941,Average,001,Alabama,1941,7.889,5.944,9.444,18.222,22.611,25.556,26.667,26.722,25.167,21.611,11.556,9.278
0010021942,Average,001,Alabama,1942,5.833,6.222,12.167,17.556,21.389,25.444,26.833,25.444,22.444,18.111,13.333,8.556
0010021943,Average,001,Alabama,1943,8.722,9.667,11.556,17.167,22.944,27.167,27.278,27.444,22.056,16.389,10.444,7.444
0010021944,Average,001,Alabama,1944,7.333,12.222,13.333,16.444,22.278,26.778,26.278,26.0,24.056,17.222,11.889,6.889
0010021945,Average,001,Alabama,1945,7.111,10.778,17.444,18.556,20.222,25.667,26.333,26.333,25.056,17.0,13.111,4.722
0010021946,Average,001,Alabama,1946,8.056,9.889,15.5,18.833,21.0,24.278,25.889,25.167,22.444,17.667,15.167,10.167
0010021947,Average,001,Alabama,1947,9.611,5.056,9.278,18.333,20.833,24.833,24.944,27.0,24.5,20.5,11.0,8.444
0010021948,Average,001,Alabama,1948,3.611,10.111,14.389,19.278,21.833,26.0,26.944,25.778,22.5,16.111,13.056,9.722
0010021949,Average,001,Alabama,1949,11.5,11.444,12.056,16.333,22.278,25.111,26.833,26.056,22.444,20.556,11.0,9.222
0010021950,Average,001,Alabama,1950,14.944,11.778,11.222,15.111,23.167,25.333,25.278,25.056,22.278,18.944,9.222,5.111
0010021951,Average,001,Alabama,1951,8.222,9.611,13.389,16.167,21.222,25.778,27.111,28.0,24.222,18.833,9.278,9.944
0010021952,Average,001,Alabama,1952,11.333,10.611,11.833,16.111,21.944,27.778,27.944,26.5,22.278,14.222,11.056,7.389
0010021953,Average,001,Alabama,1953,9.444,9.389,14.5,15.889,23.222,27.0,26.444,26.111,23.167,18.5,11.167,6.889
0010021954,Average,001,Alabama,1954,8.278,11.111,12.111,19.722,19.0,26.111,28.0,28.556,25.667,18.444,10.5,7.0
0010021955,Average,001,Alabama,1955,6.667,9.5,14.778,19.0,22.944,22.944,26.556,26.833,24.889,16.667,11.0,7.778
0010021956,Average,001,Alabama,1956,5.667,11.944,12.556,16.222,22.944,24.556,26.444,26.722,22.278,18.333,10.556,12.333
0010021957,Average,001,Alabama,1957,9.111,13.556,11.5,18.333,22.111,25.667,26.5,26.389,23.222,15.222,12.778,8.611
0010021958,Average,001,Alabama,1958,4.278,3.444,10.5,17.389,21.556,25.5,26.111,26.056,23.944,16.833,13.278,5.889
0010021959,Average,001,Alabama,1959,6.167,9.667,11.167,16.833,22.667,24.778,26.556,26.778,23.722,19.0,10.722,8.278
0010021960,Average,001,Alabama,1960,6.944,6.889,7.389,17.833,19.889,25.167,27.278,26.167,23.667,18.389,11.889,5.444
0010021961,Average,001,Alabama,1961,4.0,11.111,14.111,14.944,19.833,23.278,25.5,25.222,23.556,16.667,13.0,8.333
0010021962,Average,001,Alabama,1962,5.889,13.0,10.5,15.556,24.056,25.0,27.111,26.833,23.667,18.667,10.667,6.056
0010021963,Average,001,Alabama,1963,3.944,5.444,14.611,18.778,22.056,25.056,25.611,26.278,22.833,18.722,11.722,3.111
0010021964,Average,001,Alabama,1964,5.778,5.833,12.278,18.333,21.722,25.778,25.611,25.611,23.667,15.444,13.5,9.056
0010021965,Average,001,Alabama,1965,8.056,7.944,10.722,18.944,22.556,24.278,26.0,25.778,23.778,16.722,13.833,8.111
0010021966,Average,001,Alabama,1966,4.444,8.111,11.778,17.444,20.722,23.444,27.167,25.278,22.722,16.389,12.444,7.667
0010021967,Average,001,Alabama,1967,7.444,6.833,14.833,19.944,20.444,24.611,24.5,24.0,20.444,15.944,10.222,10.222
0010021968,Average,001,Alabama,1968,5.722,4.444,11.111,17.667,20.556,25.333,25.944,26.333,22.389,17.556,10.444,5.833
0010021969,Average,001,Alabama,1969,6.278,7.667,8.667,17.778,21.056,25.444,27.278,25.056,22.222,17.833,10.111,6.389
0010021970,Average,001,Alabama,1970,3.333,6.833,11.5,18.778,21.556,24.056,26.111,26.167,25.222,17.889,9.611,9.722
0010021971,Average,001,Alabama,1971,7.222,7.667,10.0,16.222,19.167,25.556,25.556,25.389,24.0,19.833,11.222,12.722
0010021972,Average,001,Alabama,1972,9.5,8.333,12.833,17.5,20.389,23.889,25.333,26.167,25.111,17.444,10.389,9.5
0010021973,Average,001,Alabama,1973,6.222,7.0,15.5,15.611,19.833,24.944,26.611,25.333,24.722,19.278,14.222,7.778
0010021974,Average,001,Alabama,1974,12.778,8.722,15.611,16.667,22.111,23.0,26.056,25.444,21.611,15.722,11.444,8.167
0010021975,Average,001,Alabama,1975,9.444,10.611,12.056,16.056,22.389,24.5,25.556,25.833,21.333,17.944,12.444,7.333
0010021976,Average,001,Alabama,1976,4.778,11.667,14.556,17.056,18.556,23.667,25.889,25.056,22.222,14.389,7.722,5.611
0010021977,Average,001,Alabama,1977,0.722,7.333,14.167,18.278,22.167,26.167,27.389,26.444,24.278,15.722,13.278,7.111
0010021978,Average,001,Alabama,1978,2.0,3.778,10.667,17.722,21.111,25.556,27.056,26.278,24.944,16.778,15.111,8.111
0010021979,Average,001,Alabama,1979,3.222,6.444,13.222,17.556,20.833,24.0,26.111,25.778,22.556,16.889,11.556,7.556
0010021980,Average,001,Alabama,1980,8.167,5.944,11.444,15.889,21.222,25.222,28.111,27.5,25.611,15.667,11.111,7.222
0010021981,Average,001,Alabama,1981,4.167,8.444,11.222,19.333,19.611,26.611,27.444,25.722,21.944,16.556,12.667,6.167
0010021982,Average,001,Alabama,1982,6.056,9.111,14.722,15.778,22.056,24.611,26.389,25.889,22.333,17.833,12.833,11.333
0010021983,Average,001,Alabama,1983,5.611,8.111,11.111,14.333,20.333,23.611,27.0,27.278,22.222,17.778,11.778,5.444
0010021984,Average,001,Alabama,1984,4.611,9.222,12.056,16.111,20.444,25.0,25.667,25.167,22.5,20.833,11.0,12.833
0010021985,Average,001,Alabama,1985,2.889,7.5,14.833,17.778,21.444,25.278,25.833,25.778,22.611,19.778,16.222,5.333
0010021986,Average,001,Alabama,1986,6.167,10.833,13.0,16.944,21.889,26.111,27.944,25.778,24.667,18.0,14.889,7.722
0010021987,Average,001,Alabama,1987,6.111,9.0,13.167,15.667,23.0,25.0,26.778,27.389,23.111,14.333,13.167,10.222
0010021988,Average,001,Alabama,1988,4.833,7.444,12.389,17.111,20.167,25.056,26.056,26.889,23.611,15.111,13.611,8.222
0010021989,Average,001,Alabama,1989,10.333,8.944,14.056,16.167,20.333,24.444,25.889,25.889,22.722,16.833,12.222,3.5
0010021990,Average,001,Alabama,1990,9.889,12.611,14.5,16.333,20.778,25.333,26.389,27.167,24.611,17.778,13.556,10.5
0010021991,Average,001,Alabama,1991,7.667,10.222,13.833,18.833,22.889,24.889,26.944,26.0,23.556,18.111,10.222,9.889
0010021992,Average,001,Alabama,1992,6.722,10.778,12.722,16.389,20.0,23.833,26.611,24.333,23.0,16.611,11.333,8.389
0010021993,Average,001,Alabama,1993,9.333,7.889,10.944,14.833,20.444,25.333,27.889,26.722,23.333,17.111,10.944,7.389
0010021994,Average,001,Alabama,1994,4.889,10.167,13.167,18.167,20.222,25.444,25.333,25.111,22.333,17.778,14.444,9.944
0010021995,Average,001,Alabama,1995,7.444,8.667,14.556,17.333,22.278,24.0,27.278,27.722,23.167,17.556,9.833,7.056
0010021996,Average,001,Alabama,1996,6.389,8.5,10.5,15.556,22.778,24.833,26.444,25.5,22.278,17.056,11.5,9.5
0010021997,Average,001,Alabama,1997,7.722,10.444,16.222,14.889,19.556,23.333,26.722,25.389,23.778,17.278,10.0,7.111
0010021998,Average,001,Alabama,1998,8.778,9.556,11.889,16.444,23.111,27.056,27.667,26.611,25.222,19.333,14.389,10.778
0010021999,Average,001,Alabama,1999,9.667,11.0,11.556,19.5,20.833,24.833,26.944,27.667,22.944,17.556,13.444,8.333
0010022000,Average,001,Alabama,2000,8.056,11.278,14.944,15.611,23.333,25.333,27.722,27.222,23.278,18.111,11.556,4.0
0010022001,Average,001,Alabama,2001,5.111,11.444,10.778,18.167,21.444,24.333,26.5,25.833,22.167,15.889,14.889,10.333
0010022002,Average,001,Alabama,2002,8.222,7.778,12.778,19.111,21.222,25.111,26.833,26.5,25.167,19.889,10.556,7.333
0010022003,Average,001,Alabama,2003,4.444,8.889,14.222,17.389,22.0,24.222,25.833,26.333,22.833,17.5,14.556,6.667
0010022004,Average,001,Alabama,2004,6.778,7.444,15.0,16.222,22.611,24.889,26.222,24.611,23.222,20.278,14.333,7.278
0010022005,Average,001,Alabama,2005,9.556,10.667,11.944,16.111,20.167,24.833,26.889,26.944,24.944,17.667,13.222,6.333
0010022006,Average,001,Alabama,2006,10.611,7.833,13.389,19.722,21.333,25.611,27.722,27.944,22.667,16.611,11.556,9.667
0010022007,Average,001,Alabama,2007,8.167,7.111,15.556,15.556,21.778,26.0,26.222,29.111,24.444,19.167,12.0,10.889
0010022008,Average,001,Alabama,2008,6.111,9.556,12.889,17.111,21.278,25.944,26.667,25.778,23.611,16.778,10.556,9.833
0010022009,Average,001,Alabama,2009,7.389,9.0,14.056,16.333,21.778,26.333,25.611,25.556,23.889,17.111,11.889,7.111
0010022010,Average,001,Alabama,2010,4.444,4.778,10.667,17.889,22.944,27.167,28.111,28.333,24.944,17.944,12.889,4.611
0010022011,Average,001,Alabama,2011,5.056,9.722,14.333,18.722,21.056,27.333,27.611,27.667,22.278,15.889,12.944,9.611
0010022012,Average,001,Alabama,2012,10.056,11.167,18.111,18.333,23.0,24.889,27.556,25.611,22.778,16.778,10.667,10.5
0010022013,Average,001,Alabama,2013,10.0,8.889,9.889,16.778,20.111,25.556,25.389,25.5,23.889,18.278,10.889,8.833
0010022014,Average,001,Alabama,2014,2.944,8.5,11.278,16.889,21.222,25.5,25.444,26.389,24.611,18.444,9.0,10.0
0010022015,Average,001,Alabama,2015,6.444,5.167,14.333,18.889,22.111,26.0,27.556,26.111,23.556,18.333,15.111,13.833
0010022016,Average,001,Alabama,2016,6.111,9.889,15.389,17.556,21.222,26.222,27.778,27.556,25.889,20.278,14.333,10.056
0010022017,Average,001,Alabama,2017,11.333,13.111,14.667,19.556,21.056,24.333,27.0,26.0,23.0,18.778,13.111,8.278
0010022018,Average,001,Alabama,2018,4.667,14.444,13.0,15.278,23.556,26.278,27.056,26.389,26.333,19.667,10.222,9.444
0010022019,Average,001,Alabama,2019,8.056,13.389,12.778,17.5,23.444,25.611,27.0,27.0,26.778,19.889,10.333,10.722
0010022020,Average,001,Alabama,2020,9.722,10.556,17.5,16.667,20.5,24.944,27.167,26.778,23.5,19.389,14.667,7.722
0010022021,Average,001,Alabama,2021,8.111,8.167,15.333,16.444,20.778,25.0,26.278,26.667,23.278,19.611,11.222,13.778
0010022022,Average,001,Alabama,2022,6.611,10.0,14.111,16.944,23.056,26.889,27.611,26.278,23.278,16.222,13.0,9.556
0010022023,Average,001,Alabama,2023,10.833,13.556,14.833,17.333,21.333,24.889,27.389,27.944,24.333,18.444,-73.278,-73.278
0020021895,Average,002,Arizona,1895,4.667,6.389,10.0,14.611,18.778,22.0,25.722,25.444,21.944,16.222,7.778,3.056
0020021896,Average,002,Arizona,1896,7.0,7.389,10.722,12.889,18.778,25.5,25.833,25.167,21.944,16.0,9.056,6.278
0020021897,Average,002,Arizona,1897,5.111,5.444,7.278,14.111,20.056,22.611,26.0,26.111,22.333,14.722,10.167,3.556
0020021898,Average,002,Arizona,1898,1.722,8.278,8.333,16.5,17.556,24.389,27.222,26.389,22.778,15.889,9.0,2.056
0020021899,Average,002,Arizona,1899,3.333,6.222,10.056,14.611,16.333,23.722,26.778,24.444,23.944,15.0,10.556,6.111
0020021900,Average,002,Arizona,1900,7.5,7.722,12.778,11.611,19.5,24.5,27.222,23.889,20.167,15.889,10.611,5.722
0020021901,Average,002,Arizona,1901,5.278,7.389,9.333,12.667,18.667,22.667,28.0,26.444,21.889,16.722,11.5,5.722
0020021902,Average,002,Arizona,1902,5.5,7.611,7.778,15.278,18.556,24.889,25.444,25.556,22.278,17.111,9.389,4.944
0020021903,Average,002,Arizona,1903,5.222,3.389,9.667,13.556,17.944,23.444,26.5,26.444,21.556,15.889,11.222,5.111
0020021904,Average,002,Arizona,1904,3.167,9.222,11.667,14.278,18.889,23.667,25.722,25.222,21.611,15.5,10.056,5.333
0020021905,Average,002,Arizona,1905,6.167,7.0,10.389,12.944,16.167,22.833,26.0,26.333,22.611,15.556,9.333,3.222
0020021906,Average,002,Arizona,1906,3.889,8.667,9.889,13.167,17.722,22.833,26.778,24.333,21.278,15.556,8.889,7.111
0020021907,Average,002,Arizona,1907,5.667,9.833,10.556,14.722,16.333,21.0,26.056,24.889,21.944,16.278,9.333,6.389
0020021908,Average,002,Arizona,1908,6.056,6.778,10.889,14.0,16.167,22.167,26.333,25.167,21.444,13.778,9.944,5.444
0020021909,Average,002,Arizona,1909,7.444,6.389,8.0,13.389,16.889,23.889,26.444,24.889,21.111,16.056,9.778,2.111
0020021910,Average,002,Arizona,1910,4.667,6.333,13.0,15.111,20.167,24.222,26.833,26.278,23.722,16.333,10.833,7.056
0020021911,Average,002,Arizona,1911,7.389,6.167,11.667,13.611,17.667,23.056,25.389,25.5,22.611,15.056,8.222,2.167
0020021912,Average,002,Arizona,1912,5.222,6.944,9.0,11.389,17.444,23.611,24.278,24.278,19.667,14.222,9.222,2.722
0020021913,Average,002,Arizona,1913,2.056,5.278,7.722,13.389,18.0,22.111,25.056,25.333,21.167,15.0,10.778,4.0
0020021914,Average,002,Arizona,1914,6.556,6.722,11.278,14.5,18.667,23.444,25.278,25.778,22.778,15.889,11.444,3.778
0020021915,Average,002,Arizona,1915,3.5,6.278,9.111,13.722,16.0,22.667,25.556,25.722,21.167,16.556,9.5,5.0
0020021916,Average,002,Arizona,1916,4.556,9.222,12.056,14.444,17.556,23.444,25.833,24.222,21.278,14.333,8.389,3.222
0020021917,Average,002,Arizona,1917,2.667,5.833,7.278,12.167,15.167,23.833,27.278,25.278,22.389,17.056,11.056,7.722
0020021918,Average,002,Arizona,1918,3.778,7.222,10.833,13.5,16.444,26.167,25.667,24.056,22.611,16.667,8.056,3.778
0020021919,Average,002,Arizona,1919,2.056,4.222,8.222,15.0,19.333,24.0,25.778,25.778,21.833,13.333,8.556,5.778
0020021920,Average,002,Arizona,1920,5.222,8.111,8.278,11.167,18.111,22.556,26.556,24.389,20.944,13.833,8.944,3.833
0020021921,Average,002,Arizona,1921,5.444,7.833,11.778,12.444,17.111,23.778,26.111,24.5,21.944,17.389,10.5,7.333
0020021922,Average,002,Arizona,1922,3.111,6.0,7.833,11.389,18.333,24.5,26.833,25.667,23.389,16.167,7.389,6.889
0020021923,Average,002,Arizona,1923,6.889,5.722,7.944,12.833,19.167,21.5,26.167,24.222,20.333,13.944,9.278,4.389
0020021924,Average,002,Arizona,1924,3.222,8.222,7.056,12.333,19.222,25.056,26.0,25.833,22.333,14.944,10.0,3.222
0020021925,Average,002,Arizona,1925,2.611,8.556,10.833,14.556,20.167,23.0,26.944,24.333,20.833,14.833,8.611,5.389
0020021926,Average,002,Arizona,1926,3.444,8.167,10.389,14.0,18.111,24.389,25.889,25.556,22.5,17.111,10.667,3.833
0020021927,Average,002,Arizona,1927,6.722,8.5,9.0,13.611,18.778,23.0,26.667,24.722,21.5,16.167,11.389,3.5
0020021928,Average,002,Arizona,1928,5.444,6.5,11.222,13.278,19.778,23.556,26.722,25.056,22.889,16.444,9.056,4.278
0020021929,Average,002,Arizona,1929,3.611,4.444,8.889,12.278,18.722,23.556,26.5,25.278,22.0,16.556,7.944,7.111
0020021930,Average,002,Arizona,1930,3.5,8.944,9.278,15.833,15.944,24.056,26.111,25.111,21.222,14.667,8.556,3.667
0020021931,Average,002,Arizona,1931,4.167,7.667,9.833,15.0,19.222,23.833,27.889,25.111,22.556,16.389,7.5,2.278
0020021932,Average,002,Arizona,1932,1.278,7.111,9.722,13.778,17.944,22.778,26.5,25.889,22.889,15.333,10.667,2.0
0020021933,Average,002,Arizona,1933,1.833,2.611,10.0,11.444,15.556,24.0,27.722,26.111,23.833,18.0,10.556,6.667
0020021934,Average,002,Arizona,1934,5.722,9.389,13.667,16.444,21.389,22.056,27.667,25.889,22.056,17.333,10.222,6.389
0020021935,Average,002,Arizona,1935,5.667,7.778,8.556,13.889,16.278,24.389,26.333,25.333,22.167,15.889,8.167,5.556
0020021936,Average,002,Arizona,1936,5.056,6.778,10.556,15.389,20.222,25.444,27.056,25.944,21.556,15.944,9.5,5.278
0020021937,Average,002,Arizona,1937,-2.0,5.611,8.778,13.389,19.5,23.333,26.778,26.667,23.667,17.222,10.667,7.222
0020021938,Average,002,Arizona,1938,6.222,6.833,8.833,13.889,18.167,23.889,26.0,25.722,23.167,16.056,6.889,6.389
0020021939,Average,002,Arizona,1939,4.722,2.0,10.111,15.389,19.389,23.944,27.056,26.056,21.833,14.944,10.944,7.889
0020021940,Average,002,Arizona,1940,6.0,7.111,11.278,14.556,20.611,25.389,27.056,26.111,22.167,16.556,8.389,7.111
0020021941,Average,002,Arizona,1941,5.611,8.611,9.278,10.722,18.389,21.722,25.722,24.222,20.444,14.056,9.889,5.778
0020021942,Average,002,Arizona,1942,5.056,4.722,8.111,13.222,17.611,23.222,27.556,25.278,22.222,16.0,11.222,6.944
0020021943,Average,002,Arizona,1943,5.667,8.722,10.833,15.667,19.444,22.833,26.778,25.333,23.0,16.278,9.889,5.444
0020021944,Average,002,Arizona,1944,3.889,5.444,8.0,11.778,17.722,21.333,25.667,26.111,22.444,17.167,8.167,5.556
0020021945,Average,002,Arizona,1945,4.833,7.333,7.5,12.333,18.222,21.611,26.778,25.833,22.611,17.0,9.056,3.667
0020021946,Average,002,Arizona,1946,3.778,5.944,10.056,16.389,18.167,24.611,26.333,25.5,22.778,13.778,7.667,7.056
0020021947,Average,002,Arizona,1947,3.333,8.944,10.556,13.722,20.278,22.667,27.0,24.833,23.833,16.444,6.889,3.778
0020021948,Average,002,Arizona,1948,5.111,5.333,6.5,14.444,18.778,23.056,26.389,25.667,23.111,16.556,7.056,5.056
0020021949,Average,002,Arizona,1949,-0.056,3.833,9.0,14.944,17.889,23.222,26.167,24.833,23.556,14.5,12.278,4.278
0020021950,Average,002,Arizona,1950,4.167,8.611,10.389,15.611,17.556,23.0,25.444,25.0,20.833,19.278,11.667,8.389
0020021951,Average,002,Arizona,1951,4.778,6.778,9.056,13.5,18.444,22.222,27.444,24.944,22.778,16.111,8.667,4.333
0020021952,Average,002,Arizona,1952,4.667,5.889,6.222,13.611,19.667,23.0,26.0,26.167,23.222,18.722,7.222,4.444
0020021953,Average,002,Arizona,1953,7.333,6.167,10.167,13.222,15.444,23.611,26.944,25.167,23.056,16.056,10.667,3.833
0020021954,Average,002,Arizona,1954,5.722,9.944,8.778,16.333,19.722,23.111,26.944,24.5,23.0,17.556,11.5,5.444
0020021955,Average,002,Arizona,1955,2.778,3.889,9.5,12.444,17.556,22.611,25.0,24.944,22.556,18.0,9.611,7.444
0020021956,Average,002,Arizona,1956,7.556,4.222,10.333,13.111,19.5,25.167,25.833,24.444,24.167,16.111,7.889,5.278
0020021957,Average,002,Arizona,1957,5.889,10.5,10.333,13.0,16.278,24.5,26.778,25.056,22.222,15.056,7.222,6.778
0020021958,Average,002,Arizona,1958,5.222,8.5,7.222,12.889,20.944,24.722,26.722,26.389,22.333,17.111,9.389,7.833
0020021959,Average,002,Arizona,1959,6.222,6.0,10.167,15.833,18.0,25.5,27.778,24.722,21.722,16.389,9.667,6.0
0020021960,Average,002,Arizona,1960,2.278,4.667,11.611,14.556,18.5,25.5,27.333,26.278,23.444,15.389,10.111,4.167
0020021961,Average,002,Arizona,1961,5.611,7.778,9.667,14.333,18.389,25.5,27.167,25.222,20.611,15.333,8.111,3.944
0020021962,Average,002,Arizona,1962,3.778,7.222,7.056,16.444,17.389,22.889,26.111,26.611,23.0,16.722,11.667,6.667
0020021963,Average,002,Arizona,1963,2.944,9.556,9.222,12.5,20.111,22.0,27.5,24.833,23.278,18.111,10.167,5.056
0020021964,Average,002,Arizona,1964,3.0,3.944,7.222,12.333,17.944,22.611,27.167,24.833,21.333,18.222,7.667,5.5
0020021965,Average,002,Arizona,1965,6.278,6.111,8.0,12.667,16.556,20.556,26.0,25.5,20.333,17.389,11.444,5.667
0020021966,Average,002,Arizona,1966,3.222,4.0,10.5,14.722,20.056,23.611,26.889,26.0,22.278,15.778,11.0,5.278
0020021967,Average,002,Arizona,1967,4.556,7.778,11.389,11.278,17.722,21.944,26.722,25.611,22.0,17.111,11.556,2.333
0020021968,Average,002,Arizona,1968,3.667,9.444,10.0,12.444,18.111,23.944,25.778,23.333,21.778,16.5,9.444,3.222
0020021969,Average,002,Arizona,1969,7.056,5.944,7.667,14.167,19.444,22.5,26.889,27.278,23.111,14.333,9.556,6.722
0020021970,Average,002,Arizona,1970,4.889,8.778,8.5,10.833,19.111,23.722,27.222,26.278,20.889,13.944,10.222,5.333
0020021971,Average,002,Arizona,1971,5.0,6.722,10.333,13.0,16.389,23.222,27.667,25.0,21.722,13.5,8.833,3.389
0020021972,Average,002,Arizona,1972,5.111,8.278,13.889,14.444,18.444,23.5,27.5,25.111,21.778,15.167,7.167,3.889
0020021973,Average,002,Arizona,1973,2.944,6.444,6.667,11.722,18.944,23.556,26.333,25.611,21.556,16.444,9.611,6.111
0020021974,Average,002,Arizona,1974,4.389,5.833,11.222,13.389,19.5,26.056,25.944,24.889,22.278,16.556,9.444,3.722
0020021975,Average,002,Arizona,1975,4.444,5.833,8.333,10.167,16.722,22.667,26.278,25.444,22.222,15.722,9.167,5.611
0020021976,Average,002,Arizona,1976,5.389,8.722,8.833,12.722,19.056,23.333,26.056,24.833,21.0,14.722,9.944,5.167
